idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,9.67,9.67,0,6,0,0,20,0,0,0
2,8.24,8.24,1,6,0,2,20,0,0,0
3,5.13,5.13,0,6,0,1,20,0,0,0
4,11.41,11.41,1,2,0,1,20,0,0,0
5,12.68,12.68,1,2,0,2,20,0,0,0
6,14.12,14.12,1,1,0,2,20,0,0,0
7,11.92,11.92,1,1,0,1,20,0,0,0
8,5.92,5.92,0,2,0,0,20,0,0,0
9,17.85,17.85,0,3,0,0,20,0,0,0
10,16.86,16.86,1,1,0,3,20,0,0,0
11,22.07,22.07,1,3,0,4,20,0,0,0
12,17.24,17.24,0,3,0,1,20,0,0,0
13,17.33,17.33,0,3,0,2,20,0,0,0
14,9.82,9.82,0,1,0,0,20,0,0,0
15,21.06,21.06,1,3,0,3,20,0,0,0
16,14.43,14.43,0,2,0,3,20,1,0,0
17,18.26,18.26,0,1,0,4,20,2,0,0
18,19.82,19.82,0,2,0,4,20,3,0,0
19,13.52,13.52,0,6,0,3,20,4,0,0
20,17.29,17.29,0,6,0,4,20,5,0,0
21,11.56,11.56,0,5,0,0,20,6,0,0
22,10.13,10.13,0,4,0,0,20,7,0,0
23,21.05,21.05,0,5,0,1,20,8,0,0
24,16.18,16.18,0,4,0,1,20,9,0,0
25,5.24,5.24,0,4,0,2,20,10,0,0
