idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.39,18.39,0,2,0,0,20,0,0,0
2,14.27,14.27,0,3,0,0,20,0,0,0
3,16.03,16.03,0,3,0,1,20,0,0,0
4,8.69,8.69,1,5,0,1,20,0,0,0
5,20.88,20.88,1,2,0,3,20,0,0,0
6,5.13,5.13,0,6,0,0,20,0,0,0
7,7.95,7.95,0,6,0,1,20,0,0,0
8,14.11,14.11,0,2,0,1,20,0,0,0
9,6.04,6.04,0,5,0,0,20,0,0,0
10,21.31,21.31,1,2,0,4,20,0,0,0
11,16.47,16.47,2,3,0,2,20,0,0,0
12,18.7,18.7,0,2,0,2,20,0,0,0
13,12.86,12.86,1,6,0,3,20,0,0,0
14,11.04,11.04,0,6,0,2,20,0,0,0
15,22.74,22.74,1,3,0,3,20,0,0,0
16,20.39,20.39,0,6,0,4,20,1,0,0
17,21.45,21.45,0,5,0,2,20,2,0,0
18,15.02,15.02,0,1,0,0,20,3,0,0
19,22.83,22.83,0,3,0,4,20,4,0,0
20,17.13,17.13,0,1,0,1,20,5,0,0
21,18.79,18.79,0,4,0,0,20,6,0,0
22,21.5,21.5,0,4,0,1,20,7,0,0
23,11.88,11.88,0,1,0,2,20,8,0,0
24,23.26,23.26,0,4,0,2,20,9,0,0
25,11.77,11.77,0,1,0,3,20,10,0,0
