idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,14.08,0,0,0,20
2,1,0,3,23.3,0,0,1,20
3,1,0,0,11.22,0,0,1,20
4,2,0,3,22.39,0,0,1,20
5,5,0,4,7.93,0,0,1,20
6,2,0,0,21.6,0,0,0,20
7,5,0,0,5.05,0,0,0,20
8,2,0,4,22.48,0,0,1,20
9,5,0,2,6.03,0,0,1,20
10,5,0,1,5.98,0,0,0,20
11,1,0,1,12.1,0,0,2,20
12,2,0,1,22.34,0,0,0,20
13,2,0,2,19.41,0,0,0,20
14,1,0,2,23.14,0,0,1,20
15,5,0,3,6.1,0,0,1,20
16,3,0,0,12.11,1,0,0,20
17,3,0,1,9.49,2,0,0,20
18,4,0,0,10.46,3,0,0,20
19,3,0,2,6.08,4,0,0,20
20,6,0,1,19.46,5,0,0,20
21,6,0,2,20.37,6,0,0,20
22,4,0,1,18.14,7,0,0,20
23,3,0,3,13.67,8,0,0,20
24,4,0,2,16.34,9,0,0,20
25,3,0,4,16.28,10,0,0,20
