idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.99,17.99,0,3,0,0,20,0,0,0
2,17.96,17.96,0,1,0,0,20,0,0,0
3,19.18,19.18,0,1,0,1,20,0,0,0
4,6.38,6.38,0,4,0,0,20,0,0,0
5,23.74,23.74,1,5,0,3,20,0,0,0
6,21.62,21.62,1,3,0,2,20,0,0,0
7,11.66,11.66,0,5,0,0,20,0,0,0
8,23.65,23.65,1,3,0,4,20,0,0,0
9,21.61,21.61,1,5,0,2,20,0,0,0
10,19.53,19.53,0,3,0,1,20,0,0,0
11,18.27,18.27,2,5,0,1,20,0,0,0
12,23.5,23.5,1,3,0,3,20,0,0,0
13,7.38,7.38,0,4,0,1,20,0,0,0
14,8.66,8.66,1,4,0,3,20,0,0,0
15,8.0,8.0,1,4,0,2,20,0,0,0
16,6.31,6.31,0,2,0,0,20,1,0,0
17,14.27,14.27,0,6,0,0,20,2,0,0
18,7.86,7.86,0,2,0,1,20,3,0,0
19,20.55,20.55,0,1,0,2,20,4,0,0
20,7.79,7.79,0,2,0,2,20,5,0,0
21,23.59,23.59,0,1,0,3,20,6,0,0
22,8.98,8.98,0,2,0,3,20,7,0,0
23,20.43,20.43,0,6,0,1,20,8,0,0
24,16.4,16.4,0,2,0,4,20,9,0,0
25,13.9,13.9,0,4,0,4,20,10,0,0
