idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,17.07,17.07,0,1,0,0,20,0,0,0
2,5.15,5.15,0,1,0,1,20,0,0,0
3,7.71,7.71,0,2,0,0,20,0,0,0
4,8.34,8.34,0,6,0,0,20,0,0,0
5,14.54,14.54,0,5,0,0,20,0,0,0
6,10.83,10.83,0,5,0,1,20,0,0,0
7,17.6,17.6,0,2,0,1,20,0,0,0
8,18.29,18.29,1,5,0,4,20,0,0,0
9,5.82,5.82,0,6,0,1,20,0,0,0
10,20.61,20.61,0,2,0,2,20,0,0,0
11,13.88,13.88,0,5,0,2,20,0,0,0
12,14.94,14.94,1,5,0,3,20,0,0,0
13,18.55,18.55,0,1,0,2,20,0,0,0
14,14.53,14.53,0,1,0,3,20,0,0,0
15,20.42,20.42,0,1,0,4,20,0,0,0
16,23.48,23.48,0,2,0,3,20,1,0,0
17,10.79,10.79,0,6,0,2,20,2,0,0
18,8.86,8.86,0,3,0,0,20,3,0,0
19,10.15,10.15,0,3,0,1,20,4,0,0
20,10.67,10.67,0,4,0,0,20,5,0,0
21,15.47,15.47,0,6,0,3,20,6,0,0
22,11.13,11.13,0,3,0,2,20,7,0,0
23,20.43,20.43,0,6,0,4,20,8,0,0
24,17.5,17.5,0,3,0,3,20,9,0,0
25,14.41,14.41,0,4,0,1,20,10,0,0
