idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.05,18.05,0,6,0,0,20,0,0,0
2,24.0,24.0,0,1,0,0,20,0,0,0
3,11.21,11.21,0,2,0,0,20,0,0,0
4,12.26,12.26,1,2,0,1,20,0,0,0
5,5.98,5.98,0,4,0,0,20,0,0,0
6,13.36,13.36,0,1,0,1,20,0,0,0
7,17.98,17.98,0,4,0,1,20,0,0,0
8,20.97,20.97,0,6,0,1,20,0,0,0
9,9.04,9.04,0,4,0,2,20,0,0,0
10,22.91,22.91,1,6,0,3,20,0,0,0
11,15.28,15.28,1,2,0,2,20,0,0,0
12,21.17,21.17,1,2,0,4,20,0,0,0
13,16.23,16.23,1,2,0,3,20,0,0,0
14,15.01,15.01,2,1,0,2,20,0,0,0
15,22.56,22.56,1,6,0,2,20,0,0,0
16,19.67,19.67,0,1,0,3,20,1,0,0
17,16.68,16.68,0,4,0,3,20,2,0,0
18,11.26,11.26,0,5,0,0,20,3,0,0
19,5.7,5.7,0,3,0,0,20,4,0,0
20,14.92,14.92,0,5,0,1,20,5,0,0
21,13.88,13.88,0,3,0,1,20,6,0,0
22,15.91,15.91,0,5,0,2,20,7,0,0
23,10.19,10.19,0,3,0,2,20,8,0,0
24,22.74,22.74,0,1,0,4,20,9,0,0
25,6.26,6.26,0,3,0,3,20,10,0,0
