idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,15.18,0,0,0,20
2,6,0,0,7.61,0,0,0,20
3,6,0,4,10.49,0,0,1,20
4,1,0,0,9.84,0,0,0,20
5,1,0,1,11.28,0,0,0,20
6,5,0,0,17.15,0,0,0,20
7,6,0,1,15.96,0,0,0,20
8,1,0,2,9.48,0,0,0,20
9,5,0,3,18.56,0,0,1,20
10,1,0,3,14.22,0,0,0,20
11,1,0,4,13.7,0,0,0,20
12,5,0,1,15.58,0,0,0,20
13,6,0,2,6.53,0,0,0,20
14,5,0,2,16.98,0,0,0,20
15,6,0,3,8.13,0,0,1,20
16,2,0,0,7.51,1,0,0,20
17,4,0,1,17.41,2,0,0,20
18,2,0,1,17.36,3,0,0,20
19,5,0,4,22.16,4,0,0,20
20,3,0,0,6.55,5,0,0,20
21,4,0,2,23.26,6,0,0,20
22,3,0,1,8.93,7,0,0,20
23,2,0,2,14.17,8,0,0,20
24,3,0,2,12.88,9,0,0,20
25,2,0,3,15.14,10,0,0,20
