idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,23.86,23.86,0,2,0,0,20,0,0,0
2,5.39,5.39,0,5,0,0,20,0,0,0
3,6.25,6.25,0,2,0,1,20,0,0,0
4,21.22,21.22,0,2,0,2,20,0,0,0
5,13.18,13.18,0,3,0,0,20,0,0,0
6,20.18,20.18,0,2,0,3,20,0,0,0
7,19.18,19.18,1,4,0,2,20,0,0,0
8,7.45,7.45,0,3,0,1,20,0,0,0
9,23.13,23.13,1,4,0,4,20,0,0,0
10,19.42,19.42,1,4,0,3,20,0,0,0
11,20.88,20.88,0,4,0,0,20,0,0,0
12,17.15,17.15,0,4,0,1,20,0,0,0
13,22.68,22.68,0,2,0,4,20,0,0,0
14,8.01,8.01,1,5,0,1,20,0,0,0
15,8.59,8.59,1,5,0,2,20,0,0,0
16,9.43,9.43,0,1,0,0,20,1,0,0
17,10.03,10.03,0,1,0,1,20,2,0,0
18,18.85,18.85,0,1,0,2,20,3,0,0
19,8.94,8.94,0,1,0,3,20,4,0,0
20,9.14,9.14,0,1,0,4,20,5,0,0
21,12.68,12.68,0,6,0,0,20,6,0,0
22,11.01,11.01,0,5,0,3,20,7,0,0
23,16.1,16.1,0,6,0,1,20,8,0,0
24,15.01,15.01,0,5,0,4,20,9,0,0
25,19.21,19.21,0,6,0,2,20,10,0,0
