idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,9.78,9.78,0,2,0,0,20,0,0,0
2,6.5,6.5,0,6,0,0,20,0,0,0
3,16.55,16.55,1,2,0,1,20,0,0,0
4,7.39,7.39,0,6,0,1,20,0,0,0
5,18.68,18.68,0,4,0,0,20,0,0,0
6,15.92,15.92,0,4,0,1,20,0,0,0
7,21.25,21.25,1,2,0,4,20,0,0,0
8,16.66,16.66,1,4,0,4,20,0,0,0
9,21.87,21.87,0,6,0,2,20,0,0,0
10,9.4,9.4,0,4,0,2,20,0,0,0
11,16.4,16.4,0,4,0,3,20,0,0,0
12,20.83,20.83,1,2,0,2,20,0,0,0
13,21.21,21.21,1,2,0,3,20,0,0,0
14,6.47,6.47,0,6,0,3,20,0,0,0
15,5.8,5.8,0,6,0,4,20,0,0,0
16,18.76,18.76,0,1,0,0,20,1,0,0
17,16.38,16.38,0,3,0,0,20,2,0,0
18,17.3,17.3,0,3,0,1,20,3,0,0
19,5.63,5.63,0,1,0,1,20,4,0,0
20,23.11,23.11,0,3,0,2,20,5,0,0
21,17.04,17.04,0,1,0,2,20,6,0,0
22,20.2,20.2,0,1,0,3,20,7,0,0
23,14.38,14.38,0,5,0,0,20,8,0,0
24,5.67,5.67,0,5,0,1,20,9,0,0
25,21.82,21.82,0,1,0,4,20,10,0,0
