idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,20.29,20.29,0,1,0,0,20,0,0,0
2,13.83,13.83,0,1,0,1,20,0,0,0
3,9.68,9.68,0,4,0,0,20,0,0,0
4,21.9,21.9,1,5,0,3,20,0,0,0
5,21.94,21.94,1,5,0,4,20,0,0,0
6,11.28,11.28,0,5,0,0,20,0,0,0
7,15.48,15.48,1,1,0,3,20,0,0,0
8,14.06,14.06,0,5,0,1,20,0,0,0
9,5.85,5.85,0,4,0,1,20,0,0,0
10,9.28,9.28,1,4,0,4,20,0,0,0
11,15.11,15.11,2,5,0,2,20,0,0,0
12,6.85,6.85,0,4,0,2,20,0,0,0
13,23.55,23.55,1,1,0,4,20,0,0,0
14,6.86,6.86,1,4,0,3,20,0,0,0
15,13.91,13.91,1,1,0,2,20,0,0,0
16,5.32,5.32,0,2,0,0,20,1,0,0
17,13.45,13.45,0,2,0,1,20,2,0,0
18,10.81,10.81,0,3,0,0,20,3,0,0
19,23.57,23.57,0,6,0,0,20,4,0,0
20,14.19,14.19,0,3,0,1,20,5,0,0
21,10.11,10.11,0,2,0,2,20,6,0,0
22,9.64,9.64,0,2,0,3,20,7,0,0
23,22.03,22.03,0,3,0,2,20,8,0,0
24,12.37,12.37,0,2,0,4,20,9,0,0
25,15.36,15.36,0,3,0,3,20,10,0,0
