idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,9.85,0,9.85,0,0,20
2,1,0,2,20.0,0,20.0,0,1,20
3,1,0,1,12.89,0,12.89,0,1,20
4,1,0,4,8.95,3,308.95,0,1,20
5,1,0,3,20.5,2,220.5,0,1,20
6,2,0,0,14.61,3,314.61,1,0,20
7,3,0,0,22.33,1,122.33,2,0,20
8,3,0,1,12.64,3,312.64,3,0,20
9,4,0,0,23.5,1,123.5,4,0,20
10,4,0,1,6.24,3,306.24,5,0,20
11,5,0,0,13.22,0,13.22,6,0,20
12,5,0,1,14.94,2,214.94,7,0,20
13,6,0,0,12.72,0,12.72,8,0,20
14,4,0,2,8.57,3,308.57,9,0,20
15,2,0,1,15.1,3,315.1,10,0,20
16,6,0,1,16.75,1,116.75,11,0,20
17,6,0,2,7.47,2,207.47,12,0,20
18,6,0,3,13.59,2,213.59,13,0,20
19,5,0,2,20.21,0,20.21,14,0,20
20,5,0,3,21.43,0,21.43,15,0,20
21,5,0,4,10.11,0,10.11,16,0,20
22,6,0,4,20.5,2,220.5,17,0,20
23,4,0,3,15.14,0,15.14,18,0,20
24,4,0,4,16.1,2,216.1,19,0,20
25,3,0,2,6.06,3,306.06,20,0,20
