idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,3,12.37,0,1,20,3,312.37
2,5,0,4,19.45,0,1,20,3,319.45
3,5,0,0,5.58,0,0,20,0,5.58
4,5,0,1,21.36,0,1,20,1,121.36
5,5,0,2,21.51,0,1,20,1,121.51
6,1,0,0,12.78,1,0,20,3,312.78
7,1,0,1,22.68,2,0,20,3,322.68
8,2,0,0,9.12,3,0,20,3,309.12
9,3,0,0,8.27,4,0,20,1,108.27
10,4,0,0,16.12,5,0,20,0,16.12
11,4,0,1,7.12,6,0,20,1,107.12
12,3,0,1,8.86,7,0,20,3,308.86
13,4,0,2,14.12,8,0,20,2,214.12
14,4,0,3,23.09,9,0,20,2,223.09
15,6,0,0,21.27,10,0,20,0,21.27
16,6,0,1,13.72,11,0,20,2,213.72
17,6,0,2,5.56,12,0,20,2,205.56
18,6,0,3,20.73,13,0,20,1,120.73
19,4,0,4,7.23,14,0,20,3,307.23
20,6,0,4,19.62,15,0,20,1,119.62
21,3,0,2,15.55,16,0,20,0,15.55
22,3,0,3,17.88,17,0,20,2,217.88
23,3,0,4,6.95,18,0,20,2,206.95
24,2,0,1,7.29,19,0,20,0,7.29
25,2,0,2,7.36,20,0,20,1,107.36
