idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,1,19.88,0,19.88,0,1,20
2,1,0,4,11.3,2,211.3,0,1,20
3,1,0,3,16.91,1,116.91,0,1,20
4,1,0,0,14.57,0,14.57,0,0,20
5,1,0,2,9.79,1,109.78999999999999,0,1,20
6,2,0,0,22.4,3,322.4,1,0,20
7,3,0,0,14.48,3,314.48,2,0,20
8,3,0,1,21.08,3,321.08,3,0,20
9,4,0,0,15.18,0,15.18,4,0,20
10,4,0,1,13.65,1,113.65,5,0,20
11,5,0,0,8.63,1,108.63,6,0,20
12,4,0,2,5.61,3,305.61,7,0,20
13,4,0,3,9.92,3,309.92,8,0,20
14,5,0,1,18.17,1,118.17,9,0,20
15,6,0,0,8.85,0,8.85,10,0,20
16,5,0,2,7.14,2,207.14,11,0,20
17,6,0,1,8.76,0,8.76,12,0,20
18,6,0,2,21.89,0,21.89,13,0,20
19,6,0,3,18.1,0,18.1,14,0,20
20,4,0,4,17.02,3,317.02,15,0,20
21,6,0,4,22.66,1,122.66,16,0,20
22,5,0,3,15.3,3,315.3,17,0,20
23,5,0,4,12.97,3,312.97,18,0,20
24,3,0,2,18.86,0,18.86,19,0,20
25,3,0,3,17.91,1,117.91,20,0,20
