idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,7.89,0,7.89,0,0,20
2,5,0,0,22.77,2,222.77,0,0,20
3,6,0,3,12.11,3,312.11,0,1,20
4,6,0,1,6.7,3,306.7,0,1,20
5,6,0,2,8.0,3,308.0,0,1,20
6,1,0,0,12.81,1,112.81,1,0,20
7,5,0,1,12.25,3,312.25,2,0,20
8,1,0,1,13.78,2,213.78,3,0,20
9,2,0,0,9.37,1,109.37,4,0,20
10,3,0,0,15.54,0,15.54,5,0,20
11,1,0,2,19.53,2,219.53,6,0,20
12,2,0,1,9.22,2,209.22,7,0,20
13,3,0,1,6.74,1,106.74,8,0,20
14,5,0,2,23.78,3,323.78,9,0,20
15,4,0,0,22.06,0,22.06,10,0,20
16,3,0,2,18.02,1,118.02,11,0,20
17,4,0,1,8.03,1,108.03,12,0,20
18,1,0,3,9.92,3,309.92,13,0,20
19,6,0,4,12.17,3,312.17,14,0,20
20,4,0,2,22.27,0,22.27,15,0,20
21,3,0,3,23.84,1,123.84,16,0,20
22,4,0,3,22.02,0,22.02,17,0,20
23,4,0,4,20.76,1,120.76,18,0,20
24,3,0,4,17.96,0,17.96,19,0,20
25,2,0,2,20.33,3,320.33,20,0,20
