idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,2,17.44,1,117.44,0,1,20
2,6,0,0,10.05,0,10.05,0,0,20
3,2,0,1,14.11,1,114.11,0,1,20
4,2,0,3,19.96,1,119.96000000000001,0,1,20
5,2,0,0,13.98,0,13.98,0,1,20
6,6,0,1,16.43,3,316.43,1,0,20
7,1,0,0,17.03,1,117.03,2,0,20
8,1,0,1,15.59,2,215.59,3,0,20
9,3,0,0,10.86,1,110.86,4,0,20
10,1,0,2,6.59,3,306.59,5,0,20
11,3,0,1,11.7,1,111.7,6,0,20
12,3,0,2,12.1,1,112.1,7,0,20
13,2,0,4,20.31,1,120.31,8,0,20
14,1,0,3,15.58,3,315.58,9,0,20
15,3,0,3,22.63,2,222.63,10,0,20
16,3,0,4,6.13,3,306.13,11,0,20
17,4,0,0,7.22,3,307.22,12,0,20
18,5,0,0,8.45,2,208.45,13,0,20
19,5,0,1,6.94,1,106.94,14,0,20
20,5,0,2,5.97,3,305.97,15,0,20
21,5,0,3,8.41,2,208.41,16,0,20
22,4,0,1,8.85,3,308.85,17,0,20
23,4,0,2,11.33,2,211.33,18,0,20
24,4,0,3,15.27,3,315.27,19,0,20
25,5,0,4,22.6,1,122.6,20,0,20
