idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,14.83,3,314.83,0,0,20
2,1,0,0,19.91,0,19.91,0,0,20
3,2,0,1,6.96,0,6.96,0,0,20
4,2,0,2,13.55,0,13.55,0,0,20
5,1,0,1,16.49,3,316.49,0,0,20
6,2,0,3,19.76,0,19.76,0,1,20
7,2,0,4,20.45,0,20.45,0,1,20
8,3,0,0,5.39,0,5.39,1,0,20
9,3,0,1,8.07,0,8.07,2,0,20
10,3,0,2,20.96,2,220.96,3,0,20
11,1,0,2,21.33,3,321.33,4,0,20
12,4,0,0,23.94,1,123.94,5,0,20
13,5,0,0,20.88,0,20.88,6,0,20
14,6,0,0,6.32,0,6.32,7,0,20
15,5,0,1,12.49,1,112.49,8,0,20
16,4,0,1,13.35,2,213.35,9,0,20
17,3,0,3,8.07,3,308.07,10,0,20
18,5,0,2,23.86,1,123.86,11,0,20
19,3,0,4,10.21,3,310.21,12,0,20
20,6,0,1,12.53,1,112.53,13,0,20
21,6,0,2,21.92,1,121.92,14,0,20
22,4,0,2,16.46,2,216.46,15,0,20
23,4,0,3,13.08,3,313.08,16,0,20
24,6,0,3,22.91,1,122.91,17,0,20
25,6,0,4,15.0,1,115.0,18,0,20
26,5,0,3,6.06,0,6.06,19,0,20
27,5,0,4,22.82,0,22.82,20,0,20
