idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,15.57,1,115.57,0,0,20
2,3,0,0,17.73,1,117.73,0,0,20
3,3,0,1,21.87,1,121.87,0,0,20
4,4,0,1,12.76,2,212.76,0,0,20
5,5,0,0,23.93,0,23.93,0,0,20
6,4,0,3,19.25,3,319.25,0,1,20
7,4,0,2,11.6,3,311.6,0,1,20
8,3,0,2,6.08,3,306.08,1,0,20
9,1,0,0,14.73,0,14.73,2,0,20
10,1,0,1,16.18,0,16.18,3,0,20
11,5,0,1,7.03,2,207.03,4,0,20
12,2,0,0,16.21,0,16.21,5,0,20
13,2,0,1,6.58,2,206.58,6,0,20
14,3,0,3,6.38,3,306.38,7,0,20
15,1,0,2,10.47,1,110.47,8,0,20
16,5,0,2,23.39,2,223.39,9,0,20
17,6,0,0,8.87,1,108.87,10,0,20
18,6,0,1,21.26,0,21.26,11,0,20
19,4,0,4,20.12,3,320.12,12,0,20
20,2,0,2,14.38,2,214.38,13,0,20
21,2,0,3,14.88,2,214.88,14,0,20
22,1,0,3,8.43,2,208.43,15,0,20
23,3,0,4,11.06,3,311.06,16,0,20
24,6,0,2,10.06,0,10.06,17,0,20
25,5,0,3,7.7,3,307.7,18,0,20
26,5,0,4,15.68,3,315.68,19,0,20
27,2,0,4,19.41,3,319.41,20,0,20
