idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,10.05,3,310.05,0,0,20
2,2,0,0,11.54,1,111.53999999999999,0,0,20
3,2,0,1,22.74,1,122.74,0,0,20
4,1,0,0,6.48,0,6.48,0,0,20
5,6,0,1,15.76,3,315.76,0,0,20
6,1,0,1,21.04,0,21.04,0,1,20
7,2,0,2,7.35,3,307.35,0,1,20
8,2,0,3,8.62,3,308.62,1,0,20
9,1,0,2,15.82,1,115.82,2,0,20
10,1,0,3,12.23,2,212.23,3,0,20
11,1,0,4,12.53,2,212.53,4,0,20
12,2,0,4,20.78,3,320.78,5,0,20
13,3,0,0,9.36,1,109.36,6,0,20
14,3,0,1,11.97,1,111.97,7,0,20
15,4,0,0,23.21,0,23.21,8,0,20
16,3,0,2,18.16,2,218.16,9,0,20
17,3,0,3,15.47,3,315.47,10,0,20
18,4,0,1,8.11,3,308.11,11,0,20
19,5,0,0,22.67,0,22.67,12,0,20
20,5,0,1,20.76,1,120.76,13,0,20
21,5,0,2,15.62,2,215.62,14,0,20
22,6,0,2,23.77,3,323.77,15,0,20
23,5,0,3,20.62,2,220.62,16,0,20
24,5,0,4,20.0,2,220.0,17,0,20
25,4,0,2,21.45,2,221.45,18,0,20
26,4,0,3,18.01,0,18.01,19,0,20
27,3,0,4,21.48,3,321.48,20,0,20
