idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,2,19.45,2,219.45,0,1,20
2,6,0,3,7.77,3,307.77,0,1,20
3,6,0,1,10.19,2,210.19,0,1,20
4,6,0,0,23.64,0,23.64,0,0,20
5,4,0,0,6.83,0,6.83,0,0,20
6,4,0,1,18.31,2,218.31,0,0,20
7,6,0,4,22.41,3,322.41,0,1,20
8,1,0,0,7.61,3,307.61,1,0,20
9,1,0,1,13.1,3,313.1,2,0,20
10,2,0,0,15.72,3,315.72,3,0,20
11,3,0,0,15.27,2,215.27,4,0,20
12,5,0,0,17.82,1,117.82,5,0,20
13,2,0,1,17.21,3,317.21,6,0,20
14,5,0,1,13.4,0,13.4,7,0,20
15,5,0,2,11.76,2,211.76,8,0,20
16,5,0,3,9.85,0,9.85,9,0,20
17,3,0,1,18.22,2,218.22,10,0,20
18,5,0,4,17.66,2,217.66,11,0,20
19,3,0,2,9.41,1,109.41,12,0,20
20,2,0,2,17.59,3,317.59,13,0,20
21,3,0,3,15.59,1,115.59,14,0,20
22,3,0,4,14.61,0,14.61,15,0,20
23,4,0,2,7.11,1,107.11,16,0,20
24,4,0,3,23.66,2,223.66,17,0,20
25,4,0,4,10.59,2,210.59,18,0,20
26,1,0,2,13.66,3,313.66,19,0,20
27,1,0,3,12.74,2,212.74,20,0,20
