idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,16.24,0,16.24,0,0,20
2,2,0,1,20.12,3,320.12,0,1,20
3,2,0,0,7.38,0,7.38,0,0,20
4,5,0,2,18.56,0,18.56,0,1,20
5,5,0,1,17.09,0,17.09,0,0,20
6,5,0,3,17.88,1,117.88,0,1,20
7,5,0,4,14.25,2,214.25,0,1,20
8,1,0,0,14.62,0,14.62,1,0,20
9,1,0,1,5.48,1,105.48,2,0,20
10,1,0,2,16.23,3,316.23,3,0,20
11,3,0,0,20.91,1,120.91,4,0,20
12,4,0,0,14.69,0,14.69,5,0,20
13,4,0,1,23.85,0,23.85,6,0,20
14,6,0,0,14.68,0,14.68,7,0,20
15,3,0,1,13.13,2,213.13,8,0,20
16,4,0,2,21.45,1,121.45,9,0,20
17,3,0,2,20.15,2,220.15,10,0,20
18,3,0,3,22.74,2,222.74,11,0,20
19,4,0,3,22.13,2,222.13,12,0,20
20,6,0,1,22.53,1,122.53,13,0,20
21,6,0,2,9.27,1,109.27,14,0,20
22,2,0,2,23.56,3,323.56,15,0,20
23,3,0,4,6.2,3,306.2,16,0,20
24,6,0,3,19.75,1,119.75,17,0,20
25,1,0,3,22.4,3,322.4,18,0,20
26,4,0,4,21.23,3,321.23,19,0,20
27,6,0,4,13.07,2,213.07,20,0,20
