idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,14.3,3,314.3,0,0,20
2,2,0,0,5.2,2,205.2,0,0,20
3,6,0,2,11.63,3,311.63,0,1,20
4,3,0,0,6.76,0,6.76,0,0,20
5,6,0,1,9.77,3,309.77,0,0,20
6,2,0,1,20.51,1,120.51,0,0,20
7,2,0,2,23.01,2,223.01,0,0,20
8,3,0,1,16.35,1,116.35,1,0,20
9,1,0,0,15.87,0,15.87,2,0,20
10,2,0,3,17.11,3,317.11,3,0,20
11,3,0,2,11.35,3,311.35,4,0,20
12,2,0,4,19.65,3,319.65,5,0,20
13,4,0,0,8.29,0,8.29,6,0,20
14,1,0,1,21.81,1,121.81,7,0,20
15,1,0,2,23.92,1,123.92,8,0,20
16,3,0,3,21.54,3,321.54,9,0,20
17,4,0,1,22.76,1,122.76,10,0,20
18,1,0,3,14.92,2,214.92,11,0,20
19,1,0,4,16.87,3,316.87,12,0,20
20,5,0,0,20.07,1,120.07,13,0,20
21,3,0,4,23.08,3,323.08,14,0,20
22,5,0,1,12.75,0,12.75,15,0,20
23,6,0,3,18.21,3,318.21,16,0,20
24,4,0,2,20.95,3,320.95,17,0,20
25,5,0,2,8.49,1,108.49,18,0,20
26,5,0,3,9.34,2,209.34,19,0,20
27,5,0,4,10.96,1,110.96000000000001,20,0,20
