idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,12.13,3,312.13,0,0,20
2,1,0,0,5.7,3,305.7,0,0,20
3,2,0,1,20.67,3,320.67,0,0,20
4,1,0,1,21.81,2,221.81,0,0,20
5,2,0,2,9.0,3,309.0,0,0,20
6,2,0,4,18.93,3,318.93,0,1,20
7,2,0,3,17.99,3,317.99,0,1,20
8,3,0,0,16.94,1,116.94,1,0,20
9,4,0,0,14.38,0,14.38,2,0,20
10,4,0,1,9.76,1,109.76,3,0,20
11,5,0,0,16.84,0,16.84,4,0,20
12,6,0,0,11.98,0,11.98,5,0,20
13,1,0,2,17.79,3,317.79,6,0,20
14,1,0,3,22.67,3,322.67,7,0,20
15,6,0,1,5.85,0,5.85,8,0,20
16,3,0,1,23.5,2,223.5,9,0,20
17,4,0,2,16.13,1,116.13,10,0,20
18,6,0,2,14.15,0,14.15,11,0,20
19,5,0,1,16.99,0,16.99,12,0,20
20,5,0,2,22.03,0,22.03,13,0,20
21,5,0,3,13.57,1,113.57,14,0,20
22,4,0,3,20.61,2,220.61,15,0,20
23,3,0,2,9.73,3,309.73,16,0,20
24,6,0,3,9.9,1,109.9,17,0,20
25,5,0,4,8.97,2,208.97,18,0,20
26,1,0,4,23.2,3,323.2,19,0,20
27,6,0,4,22.93,1,122.93,20,0,20
