idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,11.03,2,211.03,0,0,20
2,1,0,1,22.03,3,322.03,0,1,20
3,1,0,0,12.01,0,12.01,0,1,20
4,3,0,1,13.08,1,113.08,0,0,20
5,3,0,2,20.83,1,120.83,0,1,20
6,3,0,3,12.14,3,312.14,0,1,20
7,3,0,4,19.21,3,319.21,0,1,20
8,2,0,0,15.04,1,115.03999999999999,1,0,20
9,4,0,0,10.22,0,10.22,2,0,20
10,4,0,1,17.2,0,17.2,3,0,20
11,2,0,1,8.94,3,308.94,4,0,20
12,4,0,2,17.21,1,117.21000000000001,5,0,20
13,5,0,0,8.99,0,8.99,6,0,20
14,4,0,3,15.88,2,215.88,7,0,20
15,4,0,4,21.26,2,221.26,8,0,20
16,5,0,1,7.42,1,107.42,9,0,20
17,2,0,2,10.62,3,310.62,10,0,20
18,5,0,2,5.87,2,205.87,11,0,20
19,6,0,0,20.62,0,20.62,12,0,20
20,6,0,1,6.35,1,106.35,13,0,20
21,5,0,3,6.04,2,206.04,14,0,20
22,6,0,2,9.84,1,109.84,15,0,20
23,2,0,3,13.32,3,313.32,16,0,20
24,6,0,3,15.49,1,115.49,17,0,20
25,5,0,4,10.67,2,210.67,18,0,20
26,6,0,4,13.48,2,213.48,19,0,20
27,2,0,4,8.52,3,308.52,20,0,20
