idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,16.85,0,16.85,0,0,20
2,5,0,2,18.49,1,118.49,0,1,20
3,5,0,3,9.92,2,209.92,0,1,20
4,5,0,1,20.39,0,20.39,0,0,20
5,5,0,4,11.29,2,211.29,0,1,20
6,1,0,1,6.03,0,6.03,0,1,20
7,1,0,0,5.67,0,5.67,0,1,20
8,2,0,0,8.25,2,208.25,1,0,20
9,2,0,1,23.82,2,223.82,2,0,20
10,2,0,2,5.98,3,305.98,3,0,20
11,1,0,2,9.69,0,9.69,4,0,20
12,1,0,3,23.27,2,223.27,5,0,20
13,2,0,3,16.42,3,316.42,6,0,20
14,3,0,0,23.76,1,123.76,7,0,20
15,1,0,4,9.05,3,309.05,8,0,20
16,4,0,0,13.17,0,13.17,9,0,20
17,4,0,1,5.02,1,105.02,10,0,20
18,6,0,0,14.75,0,14.75,11,0,20
19,4,0,2,18.6,1,118.6,12,0,20
20,4,0,3,22.14,1,122.14,13,0,20
21,3,0,1,11.29,3,311.29,14,0,20
22,6,0,1,17.87,1,117.87,15,0,20
23,2,0,4,20.8,3,320.8,16,0,20
24,3,0,2,18.99,3,318.99,17,0,20
25,4,0,4,18.14,3,318.14,18,0,20
26,6,0,2,17.92,3,317.92,19,0,20
27,3,0,3,22.7,3,322.7,20,0,20
