idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,9.19,0,0,2,20
2,6,0,3,23.56,0,0,1,20
3,2,0,2,21.54,0,0,1,20
4,6,0,0,15.54,0,0,0,20
5,1,0,0,7.33,0,0,0,20
6,2,0,0,6.0,0,0,1,20
7,1,0,1,5.59,0,0,0,20
8,6,0,4,23.75,0,0,1,20
9,6,0,1,14.11,0,0,0,20
10,6,0,2,11.79,0,0,0,20
11,1,0,2,18.85,1,0,0,20
12,3,0,0,5.76,2,0,0,20
13,4,0,0,9.69,3,0,0,20
14,5,0,0,14.26,4,0,0,20
15,4,0,1,11.55,5,0,0,20
16,3,0,1,9.64,6,0,0,20
17,4,0,2,16.78,7,0,0,20
18,3,0,2,8.73,8,0,0,20
19,3,0,3,14.12,9,0,0,20
20,5,0,1,17.26,10,0,0,20
