idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,1,22.32,2,222.32,0,1,20
2,4,0,0,15.69,0,15.69,0,0,20
3,1,0,0,16.14,0,16.14,0,0,20
4,1,0,1,20.27,2,220.27,0,0,20
5,4,0,4,14.04,2,214.04,0,1,20
6,4,0,2,9.75,1,109.75,0,1,20
7,4,0,3,22.71,1,122.71000000000001,0,1,20
8,5,0,2,16.92,3,316.92,0,1,20
9,5,0,0,9.35,0,9.35,0,0,20
10,4,0,1,7.1,1,107.1,0,1,20
11,2,0,0,22.05,0,22.05,1,0,20
12,3,0,0,9.7,0,9.7,2,0,20
13,1,0,2,5.6,3,305.6,3,0,20
14,2,0,1,6.09,3,306.09,4,0,20
15,3,0,1,18.86,2,218.86,5,0,20
16,6,0,0,21.66,0,21.66,6,0,20
17,6,0,1,15.75,0,15.75,7,0,20
18,6,0,2,18.76,1,118.76,8,0,20
19,6,0,3,16.4,2,216.4,9,0,20
20,2,0,2,13.74,3,313.74,10,0,20
21,6,0,4,8.51,1,108.51,11,0,20
22,5,0,3,17.46,3,317.46,12,0,20
23,1,0,3,11.3,3,311.3,13,0,20
24,5,0,4,17.5,3,317.5,14,0,20
25,2,0,3,17.49,3,317.49,15,0,20
26,2,0,4,19.63,3,319.63,16,0,20
27,3,0,2,23.34,0,23.34,17,0,20
