idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,17.68,2,217.68,0,0,20
2,4,0,2,20.0,0,20.0,0,1,20
3,2,0,0,10.22,0,10.22,0,0,20
4,3,0,2,14.26,3,314.26,0,1,20
5,4,0,0,15.64,3,315.64,0,0,20
6,4,0,3,12.4,1,112.4,0,1,20
7,3,0,1,12.4,2,212.4,0,0,20
8,2,0,1,22.65,1,122.65,0,1,20
9,4,0,4,12.88,1,112.88,0,1,20
10,4,0,1,17.91,0,17.91,0,0,20
11,1,0,0,19.59,1,119.59,1,0,20
12,2,0,2,8.56,2,208.56,2,0,20
13,5,0,0,18.34,0,18.34,3,0,20
14,2,0,3,23.78,2,223.78,4,0,20
15,5,0,1,11.24,1,111.24,5,0,20
16,2,0,4,6.0,3,306.0,6,0,20
17,1,0,1,13.27,2,213.27,7,0,20
18,1,0,2,9.15,3,309.15,8,0,20
19,6,0,0,9.2,1,109.2,9,0,20
20,6,0,1,8.95,1,108.95,10,0,20
21,5,0,2,6.86,3,306.86,11,0,20
22,6,0,2,15.2,0,15.2,12,0,20
23,6,0,3,22.05,0,22.05,13,0,20
24,6,0,4,16.54,1,116.53999999999999,14,0,20
25,5,0,3,7.05,3,307.05,15,0,20
26,5,0,4,21.2,0,21.2,16,0,20
27,1,0,3,5.48,3,305.48,17,0,20
