idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,2,17.39,2,217.39,0,1,20
2,2,0,3,9.67,3,309.67,0,1,20
3,1,0,0,13.52,3,313.52,0,0,20
4,2,0,2,6.79,3,306.79,0,1,20
5,6,0,0,10.12,0,10.12,0,1,20
6,1,0,1,14.58,3,314.58,0,0,20
7,2,0,0,22.11,0,22.11,0,0,20
8,1,0,2,22.88,3,322.88,0,1,20
9,2,0,1,7.64,1,107.64,0,0,20
10,6,0,1,21.75,0,21.75,0,1,20
11,3,0,0,19.67,0,19.67,1,0,20
12,3,0,1,5.87,3,305.87,2,0,20
13,4,0,0,20.15,1,120.15,3,0,20
14,5,0,0,12.48,1,112.48,4,0,20
15,5,0,1,6.11,0,6.11,5,0,20
16,5,0,2,21.71,0,21.71,6,0,20
17,3,0,2,9.59,3,309.59,7,0,20
18,5,0,3,9.49,1,109.49,8,0,20
19,5,0,4,15.58,0,15.58,9,0,20
20,6,0,3,18.01,2,218.01,10,0,20
21,4,0,1,17.42,1,117.42,11,0,20
22,2,0,4,22.36,3,322.36,12,0,20
23,3,0,3,15.56,3,315.56,13,0,20
24,6,0,4,12.32,3,312.32,14,0,20
25,4,0,2,18.35,1,118.35,15,0,20
26,4,0,3,9.3,0,9.3,16,0,20
27,4,0,4,13.23,2,213.23,17,0,20
