idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,1,17.66,0,1,20,0,17.66
2,3,0,2,8.49,0,1,20,2,208.49
3,3,0,0,15.68,0,0,20,2,215.68
4,2,0,0,17.49,0,0,20,2,217.49
5,2,0,1,9.63,0,0,20,0,9.63
6,2,0,2,20.92,0,0,20,0,20.92
7,2,0,3,23.12,0,0,20,0,23.12
8,2,0,4,15.71,0,1,20,1,115.71000000000001
9,5,0,0,14.69,0,1,20,0,14.69
10,3,0,1,19.0,0,0,20,1,119.0
11,1,0,0,11.35,1,0,20,0,11.35
12,3,0,3,14.73,2,0,20,3,314.73
13,1,0,1,14.33,3,0,20,2,214.33
14,1,0,2,10.06,4,0,20,3,310.06
15,3,0,4,14.74,5,0,20,3,314.74
16,4,0,0,21.46,6,0,20,2,221.46
17,1,0,3,22.72,7,0,20,3,322.72
18,5,0,2,15.87,8,0,20,2,215.87
19,6,0,0,23.26,9,0,20,1,123.26
20,4,0,1,13.33,10,0,20,3,313.33
21,6,0,1,10.98,11,0,20,1,110.98
22,6,0,2,13.66,12,0,20,2,213.66
23,6,0,3,12.2,13,0,20,1,112.2
24,4,0,2,22.29,14,0,20,3,322.29
25,5,0,3,15.25,15,0,20,3,315.25
26,5,0,4,17.47,16,0,20,3,317.47
27,6,0,4,14.12,17,0,20,0,14.12
