idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,18.19,0,18.19,0,0,20
2,5,0,0,9.02,0,9.02,0,0,20
3,5,0,1,17.01,2,217.01,0,0,20
4,3,0,3,15.97,3,315.97,0,1,20
5,1,0,0,12.39,0,12.39,0,1,20
6,3,0,1,18.23,0,18.23,0,0,20
7,5,0,4,10.5,3,310.5,0,1,20
8,5,0,3,7.43,2,207.43,0,1,20
9,5,0,2,23.47,1,123.47,0,0,20
10,3,0,2,19.87,0,19.87,0,1,20
11,1,0,1,14.81,0,14.81,1,0,20
12,2,0,0,18.7,0,18.7,2,0,20
13,2,0,1,10.63,3,310.63,3,0,20
14,1,0,2,5.05,2,205.05,4,0,20
15,2,0,2,16.03,3,316.03,5,0,20
16,4,0,0,20.27,0,20.27,6,0,20
17,6,0,0,19.85,0,19.85,7,0,20
18,1,0,3,16.8,2,216.8,8,0,20
19,4,0,1,18.4,1,118.4,9,0,20
20,6,0,1,9.39,1,109.39,10,0,20
21,4,0,2,11.78,2,211.78,11,0,20
22,6,0,2,11.96,1,111.96000000000001,12,0,20
23,1,0,4,9.39,3,309.39,13,0,20
24,6,0,3,15.57,0,15.57,14,0,20
25,6,0,4,23.95,0,23.95,15,0,20
26,2,0,3,23.55,3,323.55,16,0,20
27,3,0,4,17.35,3,317.35,17,0,20
