idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,2,21.1,0,1,20,0,21.1
2,3,0,0,13.48,0,0,20,2,213.48
3,3,0,1,18.51,0,0,20,1,118.51
4,3,0,2,22.08,0,0,20,1,122.08
5,6,0,3,21.86,0,1,20,0,21.86
6,6,0,1,18.24,0,1,20,0,18.24
7,2,0,2,23.65,0,1,20,2,223.65
8,2,0,0,18.51,0,0,20,2,218.51
9,2,0,1,8.63,0,0,20,2,208.63
10,6,0,0,14.26,0,1,20,0,14.26
11,1,0,0,5.47,1,0,20,0,5.47
12,1,0,1,19.1,2,0,20,1,119.1
13,4,0,0,12.74,3,0,20,1,112.74
14,5,0,0,22.04,4,0,20,0,22.04
15,3,0,3,21.56,5,0,20,2,221.56
16,5,0,1,10.76,6,0,20,0,10.76
17,5,0,2,5.88,7,0,20,1,105.88
18,1,0,2,20.3,8,0,20,2,220.3
19,6,0,4,8.95,9,0,20,0,8.95
20,4,0,1,5.64,10,0,20,2,205.64
21,2,0,3,18.66,11,0,20,3,318.66
22,2,0,4,22.88,12,0,20,3,322.88
23,5,0,3,22.04,13,0,20,1,122.03999999999999
24,5,0,4,18.45,14,0,20,0,18.45
25,3,0,4,21.73,15,0,20,3,321.73
26,4,0,2,10.71,16,0,20,1,110.71000000000001
27,4,0,3,10.78,17,0,20,1,110.78
