idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,2,22.4,3,322.4,0,1,20
2,6,0,0,15.17,3,315.17,0,0,20
3,2,0,0,15.51,0,15.51,0,0,20
4,2,0,1,20.23,0,20.23,0,1,20
5,6,0,1,22.95,2,222.95,0,0,20
6,1,0,0,14.73,2,214.73,1,0,20
7,2,0,2,11.39,1,111.39,2,0,20
8,3,0,0,7.87,1,107.87,3,0,20
9,4,0,0,11.86,0,11.86,4,0,20
10,5,0,0,5.98,0,5.98,5,0,20
11,4,0,1,13.74,0,13.74,6,0,20
12,5,0,1,11.37,0,11.37,7,0,20
13,1,0,1,23.48,2,223.48,8,0,20
14,5,0,2,9.52,0,9.52,9,0,20
15,1,0,2,8.46,3,308.46,10,0,20
16,2,0,3,15.06,1,115.06,11,0,20
17,5,0,3,12.38,0,12.38,12,0,20
18,2,0,4,6.94,3,306.94,13,0,20
19,3,0,1,6.86,3,306.86,14,0,20
20,5,0,4,11.32,0,11.32,15,0,20
