idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,15.18,0,15.18,0,0,20
2,4,0,0,18.07,0,18.07,0,0,20
3,3,0,1,23.25,1,123.25,0,1,20
4,4,0,1,14.86,3,314.86,0,0,20
5,4,0,2,6.13,3,306.13,0,0,20
6,4,0,3,17.79,3,317.79,1,0,20
7,3,0,2,12.52,3,312.52,2,0,20
8,1,0,0,10.23,0,10.23,3,0,20
9,1,0,1,11.84,2,211.84,4,0,20
10,2,0,0,20.0,2,220.0,5,0,20
11,5,0,0,9.9,0,9.9,6,0,20
12,5,0,1,19.88,0,19.88,7,0,20
13,4,0,4,21.76,3,321.76,8,0,20
14,5,0,2,19.54,1,119.53999999999999,9,0,20
15,5,0,3,22.06,1,122.06,10,0,20
16,1,0,2,18.41,2,218.41,11,0,20
17,6,0,0,15.45,1,115.45,12,0,20
18,6,0,1,5.12,1,105.12,13,0,20
19,6,0,2,5.99,0,5.99,14,0,20
20,6,0,3,11.42,1,111.42,15,0,20
