idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,13.75,3,313.75,0,0,20
2,2,0,1,21.96,1,121.96000000000001,0,1,20
3,3,0,2,15.03,3,315.03,0,1,20
4,2,0,0,12.22,0,12.22,0,1,20
5,3,0,1,14.25,3,314.25,0,0,20
6,1,0,0,18.99,1,118.99,1,0,20
7,2,0,2,9.27,3,309.27,2,0,20
8,4,0,0,14.95,0,14.95,3,0,20
9,1,0,1,7.28,2,207.28,4,0,20
10,3,0,3,18.31,3,318.31,5,0,20
11,2,0,3,10.59,3,310.59,6,0,20
12,1,0,2,16.83,2,216.82999999999998,7,0,20
13,1,0,3,23.58,2,223.57999999999998,8,0,20
14,1,0,4,6.33,3,306.33,9,0,20
15,4,0,1,7.1,2,207.1,10,0,20
16,2,0,4,14.72,3,314.72,11,0,20
17,4,0,2,12.09,3,312.09,12,0,20
18,4,0,3,14.97,3,314.97,13,0,20
19,5,0,0,20.35,1,120.35,14,0,20
20,5,0,1,10.85,3,310.85,15,0,20
