idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,4,21.9,0,1,20,3,321.9
2,4,0,0,5.1,0,0,20,0,5.1
3,4,0,1,7.12,0,1,20,0,7.12
4,4,0,3,10.42,0,1,20,3,310.42
5,4,0,2,8.36,0,1,20,0,8.36
6,1,0,0,9.83,1,0,20,3,309.83
7,1,0,1,11.46,2,0,20,3,311.46
8,2,0,0,9.92,3,0,20,3,309.92
9,3,0,0,8.84,4,0,20,1,108.84
10,3,0,1,17.12,5,0,20,1,117.12
11,5,0,0,10.02,6,0,20,1,110.02
12,3,0,2,13.9,7,0,20,2,213.9
13,6,0,0,15.74,8,0,20,0,15.74
14,5,0,1,6.78,9,0,20,2,206.78
15,1,0,2,12.86,10,0,20,3,312.86
16,2,0,1,12.92,11,0,20,3,312.92
17,6,0,1,15.04,12,0,20,1,115.03999999999999
18,6,0,2,14.97,13,0,20,1,114.97
19,6,0,3,22.04,14,0,20,1,122.03999999999999
20,5,0,2,6.66,15,0,20,0,6.66
