idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,17.03,0,17.03,0,0,20
2,6,0,0,19.44,0,19.44,0,0,20
3,6,0,3,15.87,3,315.87,0,1,20
4,6,0,1,5.98,1,105.98,0,1,20
5,6,0,2,10.62,3,310.62,0,1,20
6,1,0,1,15.16,1,115.16,1,0,20
7,2,0,0,12.99,0,12.99,2,0,20
8,3,0,0,10.23,0,10.23,3,0,20
9,2,0,1,8.52,1,108.52,4,0,20
10,1,0,2,21.3,2,221.3,5,0,20
11,1,0,3,23.9,2,223.9,6,0,20
12,2,0,2,11.14,2,211.14,7,0,20
13,4,0,0,6.16,0,6.16,8,0,20
14,4,0,1,8.62,0,8.62,9,0,20
15,2,0,3,19.47,2,219.47,10,0,20
16,3,0,1,14.38,0,14.38,11,0,20
17,2,0,4,21.99,2,221.99,12,0,20
18,3,0,2,16.26,2,216.26,13,0,20
19,4,0,2,14.04,0,14.04,14,0,20
20,4,0,3,11.25,1,111.25,15,0,20
