idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,3,10.91,3,310.91,0,1,20
2,1,0,4,15.34,3,315.34,0,1,20
3,1,0,2,22.09,2,222.09,0,1,20
4,1,0,0,16.4,1,116.4,0,1,20
5,1,0,1,10.92,2,210.92,0,1,20
6,2,0,0,10.98,3,310.98,1,0,20
7,3,0,0,20.01,2,220.01,2,0,20
8,4,0,0,9.75,0,9.75,3,0,20
9,5,0,0,7.51,0,7.51,4,0,20
10,4,0,1,14.49,0,14.49,5,0,20
11,4,0,2,9.09,2,209.09,6,0,20
12,2,0,1,11.27,3,311.27,7,0,20
13,5,0,1,19.09,2,219.09,8,0,20
14,2,0,2,16.64,3,316.64,9,0,20
15,6,0,0,7.51,1,107.51,10,0,20
16,3,0,1,10.84,3,310.84,11,0,20
17,2,0,3,18.35,3,318.35,12,0,20
18,6,0,1,18.34,1,118.34,13,0,20
19,6,0,2,19.1,0,19.1,14,0,20
20,6,0,3,12.34,1,112.34,15,0,20
