idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,9.96,1,109.96000000000001,0,0,20
2,4,0,0,7.37,2,207.37,0,0,20
3,4,0,1,8.15,3,308.15,0,0,20
4,1,0,0,15.0,0,15.0,1,0,20
5,6,0,1,21.31,3,321.31,2,0,20
6,1,0,1,17.14,3,317.14,3,0,20
7,2,0,0,9.24,2,209.24,4,0,20
8,2,0,1,23.7,2,223.7,5,0,20
9,3,0,0,21.98,2,221.98,6,0,20
10,5,0,0,8.04,1,108.03999999999999,7,0,20
11,5,0,1,7.82,0,7.82,8,0,20
12,5,0,2,7.23,2,207.23,9,0,20
13,5,0,3,11.77,2,211.77,10,0,20
14,2,0,2,7.51,3,307.51,11,0,20
15,3,0,1,19.47,2,219.47,12,0,20
16,3,0,2,18.84,0,18.84,13,0,20
17,6,0,2,22.97,3,322.97,14,0,20
18,5,0,4,13.83,2,213.83,15,0,20
19,3,0,3,17.08,1,117.08,16,0,20
20,3,0,4,10.49,1,110.49,17,0,20
21,2,0,3,7.99,1,107.99,18,0,20
22,4,0,2,13.24,3,313.24,19,0,20
23,2,0,4,8.26,3,308.26,20,0,20
