idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,2,12.22,3,312.22,0,1,20
2,3,0,1,15.69,2,215.69,0,1,20
3,3,0,0,17.95,0,17.95,0,0,20
4,1,0,0,11.31,0,11.31,1,0,20
5,1,0,1,17.79,2,217.79,2,0,20
6,2,0,0,8.53,2,208.53,3,0,20
7,1,0,2,22.49,3,322.49,4,0,20
8,4,0,0,7.2,1,107.2,5,0,20
9,5,0,0,7.69,0,7.69,6,0,20
10,4,0,1,23.84,1,123.84,7,0,20
11,5,0,1,21.59,0,21.59,8,0,20
12,5,0,2,16.2,1,116.2,9,0,20
13,3,0,3,21.51,3,321.51,10,0,20
14,6,0,0,6.08,1,106.08,11,0,20
15,5,0,3,18.16,1,118.16,12,0,20
16,2,0,1,14.55,2,214.55,13,0,20
17,2,0,2,8.94,3,308.94,14,0,20
18,6,0,1,7.24,1,107.24,15,0,20
19,4,0,2,15.59,2,215.59,16,0,20
20,4,0,3,16.67,2,216.67000000000002,17,0,20
21,4,0,4,7.29,3,307.29,18,0,20
22,6,0,2,15.86,0,15.86,19,0,20
23,5,0,4,8.39,3,308.39,20,0,20
