idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,9.65,0,9.65,0,0,20
2,5,0,2,11.52,3,311.52,0,1,20
3,5,0,1,12.34,1,112.34,0,0,20
4,1,0,0,21.1,0,21.1,1,0,20
5,1,0,1,8.53,1,108.53,2,0,20
6,2,0,0,17.45,3,317.45,3,0,20
7,1,0,2,21.71,2,221.71,4,0,20
8,3,0,0,7.46,0,7.46,5,0,20
9,3,0,1,11.12,0,11.12,6,0,20
10,3,0,2,12.61,2,212.61,7,0,20
11,2,0,1,19.4,3,319.4,8,0,20
12,1,0,3,14.85,3,314.85,9,0,20
13,3,0,3,17.42,2,217.42000000000002,10,0,20
14,4,0,0,16.84,3,316.84,11,0,20
15,6,0,0,12.53,0,12.53,12,0,20
16,6,0,1,17.63,2,217.63,13,0,20
17,6,0,2,16.31,2,216.31,14,0,20
18,4,0,1,17.78,3,317.78,15,0,20
19,6,0,3,10.55,3,310.55,16,0,20
20,6,0,4,20.28,1,120.28,17,0,20
21,5,0,3,22.54,0,22.54,18,0,20
22,5,0,4,20.9,1,120.9,19,0,20
23,4,0,2,16.31,0,16.31,20,0,20
