idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,14.94,0,0,20,0,14.94
2,4,0,1,12.76,0,1,20,2,212.76
3,4,0,2,23.05,0,1,20,3,323.05
4,1,0,0,6.5,1,0,20,0,6.5
5,1,0,1,7.62,2,0,20,0,7.62
6,2,0,0,12.4,3,0,20,0,12.4
7,2,0,1,14.85,4,0,20,2,214.85
8,1,0,2,5.46,5,0,20,1,105.46
9,3,0,0,12.46,6,0,20,0,12.46
10,2,0,2,23.89,7,0,20,3,323.89
11,1,0,3,17.94,8,0,20,1,117.94
12,1,0,4,11.14,9,0,20,3,311.14
13,3,0,1,18.15,10,0,20,3,318.15
14,5,0,0,6.46,11,0,20,0,6.46
15,5,0,1,18.48,12,0,20,2,218.48
16,6,0,0,14.2,13,0,20,0,14.2
17,3,0,2,18.19,14,0,20,3,318.19
18,6,0,1,10.31,15,0,20,1,110.31
19,6,0,2,8.31,16,0,20,2,208.31
20,6,0,3,20.92,17,0,20,1,120.92
21,5,0,2,6.76,18,0,20,3,306.76
22,6,0,4,5.74,19,0,20,0,5.74
23,5,0,3,16.56,20,0,20,0,16.56
