idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,3,19.25,0,0,1,20
2,2,0,0,19.86,0,0,0,20
3,2,0,1,9.11,0,0,0,20
4,1,0,0,16.83,0,0,0,20
5,1,0,1,16.57,0,0,0,20
6,5,0,1,8.78,0,0,1,20
7,1,0,2,19.21,0,0,0,20
8,5,0,0,7.38,0,0,0,20
9,2,0,2,17.47,0,0,0,20
10,1,0,4,21.68,0,0,1,20
11,3,0,0,6.17,1,0,0,20
12,3,0,1,8.45,2,0,0,20
13,5,0,2,12.95,3,0,0,20
14,4,0,0,5.54,4,0,0,20
15,3,0,2,5.32,5,0,0,20
16,2,0,3,20.27,6,0,0,20
17,6,0,0,16.28,7,0,0,20
18,3,0,3,9.5,8,0,0,20
19,4,0,1,6.58,9,0,0,20
20,2,0,4,21.73,10,0,0,20
