idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,14.94,0,1,20,0,14.94
2,5,0,1,10.95,0,1,20,0,10.95
3,5,0,0,7.31,0,0,20,0,7.31
4,1,0,0,18.25,1,0,20,0,18.25
5,1,0,1,18.4,2,0,20,0,18.4
6,2,0,0,19.17,3,0,20,0,19.17
7,3,0,0,16.62,4,0,20,0,16.62
8,4,0,0,7.48,5,0,20,0,7.48
9,2,0,1,22.59,6,0,20,0,22.59
10,1,0,2,20.32,7,0,20,0,20.32
11,4,0,1,16.33,8,0,20,0,16.33
12,6,0,0,5.64,9,0,20,0,5.64
13,6,0,1,8.21,10,0,20,0,8.21
14,5,0,3,15.66,11,0,20,0,15.66
15,3,0,1,18.72,12,0,20,0,18.72
16,6,0,2,15.02,13,0,20,0,15.02
17,6,0,3,11.88,14,0,20,0,11.88
18,6,0,4,5.44,15,0,20,0,5.44
19,1,0,3,21.07,16,0,20,0,21.07
20,3,0,2,19.06,17,0,20,0,19.06
21,5,0,4,8.61,18,0,20,0,8.61
22,4,0,2,13.24,19,0,20,0,13.24
23,3,0,3,21.08,20,0,20,0,21.08
