idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,6.43,0,0,20,0,6.43
2,1,0,2,9.33,0,1,20,0,9.33
3,1,0,1,9.19,0,1,20,0,9.19
4,2,0,0,6.94,1,0,20,0,6.94
5,2,0,1,17.67,2,0,20,0,17.67
6,2,0,2,19.92,3,0,20,0,19.92
7,3,0,0,9.12,4,0,20,0,9.12
8,1,0,3,14.89,5,0,20,0,14.89
9,3,0,1,13.88,6,0,20,0,13.88
10,1,0,4,19.07,7,0,20,0,19.07
11,4,0,0,7.26,8,0,20,0,7.26
12,3,0,2,18.03,9,0,20,0,18.03
13,2,0,3,22.98,10,0,20,0,22.98
14,3,0,3,22.78,11,0,20,0,22.78
15,4,0,1,7.27,12,0,20,0,7.27
16,5,0,0,5.42,13,0,20,0,5.42
17,4,0,2,22.49,14,0,20,0,22.49
18,5,0,1,14.26,15,0,20,0,14.26
19,6,0,0,7.74,16,0,20,0,7.74
20,5,0,2,17.8,17,0,20,0,17.8
21,6,0,1,13.79,18,0,20,0,13.79
22,6,0,2,6.47,19,0,20,0,6.47
23,5,0,3,19.67,20,0,20,0,19.67
