idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,10.95,0,0,20,0,10.95
2,3,0,1,14.18,0,0,20,0,14.18
3,3,0,2,22.18,0,0,20,0,22.18
4,1,0,0,11.2,1,0,20,0,11.2
5,1,0,1,23.48,2,0,20,0,23.48
6,2,0,0,16.5,3,0,20,0,16.5
7,2,0,1,21.92,4,0,20,0,21.92
8,4,0,0,14.1,5,0,20,0,14.1
9,5,0,0,6.06,6,0,20,0,6.06
10,6,0,0,5.5,7,0,20,0,5.5
11,5,0,1,7.76,8,0,20,0,7.76
12,4,0,1,17.6,9,0,20,0,17.6
13,6,0,1,6.58,10,0,20,0,6.58
14,4,0,2,21.66,11,0,20,0,21.66
15,5,0,2,21.16,12,0,20,0,21.16
16,6,0,2,14.59,13,0,20,0,14.59
17,6,0,3,14.74,14,0,20,0,14.74
18,6,0,4,18.83,15,0,20,0,18.83
19,5,0,3,14.42,16,0,20,0,14.42
20,5,0,4,12.91,17,0,20,0,12.91
21,4,0,3,14.65,18,0,20,0,14.65
22,4,0,4,8.23,19,0,20,0,8.23
23,2,0,2,12.3,20,0,20,0,12.3
