idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,5.41,0,0,20,0,5.41
2,3,0,0,23.69,0,0,20,0,23.69
3,5,0,2,16.87,0,1,20,0,16.87
4,6,0,3,12.24,0,1,20,3,312.24
5,6,0,0,7.26,0,0,20,2,207.26
6,6,0,1,5.18,0,0,20,3,305.18
7,3,0,2,20.94,0,2,20,0,20.94
8,3,0,1,17.66,0,0,20,0,17.66
9,6,0,2,6.49,0,1,20,3,306.49
10,5,0,1,10.25,0,1,20,0,10.25
11,5,0,3,12.8,1,0,20,1,112.8
12,5,0,4,22.67,2,0,20,1,122.67
13,1,0,0,17.66,3,0,20,2,217.66
14,2,0,0,6.06,4,0,20,0,6.06
15,1,0,1,7.22,5,0,20,3,307.22
16,6,0,4,22.68,6,0,20,3,322.68
17,2,0,1,7.48,7,0,20,1,107.48
18,4,0,0,5.56,8,0,20,0,5.56
19,4,0,1,12.59,9,0,20,0,12.59
20,2,0,2,17.27,10,0,20,1,117.27
21,2,0,3,11.72,11,0,20,2,211.72
22,1,0,2,16.19,12,0,20,3,316.19
23,1,0,3,20.24,13,0,20,3,320.24
24,3,0,3,7.6,14,0,20,1,107.6
25,3,0,4,9.01,15,0,20,2,209.01
