idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,1,11.38,1,111.38,0,1,20
2,5,0,0,14.52,0,14.52,0,1,20
3,3,0,1,9.05,3,309.05,0,2,20
4,3,0,0,14.6,2,214.6,0,0,20
5,5,0,3,19.13,3,319.13,0,1,20
6,4,0,3,13.68,2,213.68,0,1,20
7,4,0,2,23.62,1,123.62,0,1,20
8,5,0,2,14.25,3,314.25,0,1,20
9,4,0,0,11.37,2,211.37,0,0,20
10,4,0,1,9.47,0,9.47,0,0,20
11,1,0,0,6.12,2,206.12,1,0,20
12,2,0,0,5.67,1,105.67,2,0,20
13,1,0,1,10.34,2,210.34,3,0,20
14,4,0,4,13.78,2,213.78,4,0,20
15,2,0,1,16.79,1,116.78999999999999,5,0,20
16,3,0,2,11.97,3,311.97,6,0,20
17,1,0,2,11.73,3,311.73,7,0,20
18,6,0,0,16.14,1,116.14,8,0,20
19,5,0,4,20.18,3,320.18,9,0,20
20,2,0,2,15.4,2,215.4,10,0,20
21,2,0,3,18.16,2,218.16,11,0,20
22,2,0,4,20.19,2,220.19,12,0,20
23,6,0,1,8.32,0,8.32,13,0,20
24,3,0,3,23.64,3,323.64,14,0,20
25,6,0,2,17.81,2,217.81,15,0,20
