idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,5.66,3,305.66,0,0,20
2,5,0,0,16.15,3,316.15,0,0,20
3,5,0,2,12.99,2,212.99,0,1,20
4,5,0,1,6.41,2,206.41,0,0,20
5,6,0,1,22.01,3,322.01,0,0,20
6,4,0,0,21.33,0,21.33,0,0,20
7,4,0,1,18.28,0,18.28,0,0,20
8,4,0,2,23.04,0,23.04,0,2,20
9,5,0,3,23.67,2,223.67000000000002,0,1,20
10,5,0,4,8.87,3,308.87,0,1,20
11,4,0,3,17.35,3,317.35,1,0,20
12,1,0,0,10.81,3,310.81,2,0,20
13,2,0,0,14.88,2,214.88,3,0,20
14,3,0,0,22.92,0,22.92,4,0,20
15,3,0,1,8.08,1,108.08,5,0,20
16,3,0,2,23.11,0,23.11,6,0,20
17,3,0,3,9.7,2,209.7,7,0,20
18,3,0,4,7.28,1,107.28,8,0,20
19,1,0,1,13.41,3,313.41,9,0,20
20,2,0,1,21.74,2,221.74,10,0,20
21,2,0,2,19.59,1,119.59,11,0,20
22,2,0,3,19.02,0,19.02,12,0,20
23,2,0,4,6.67,3,306.67,13,0,20
24,1,0,2,11.42,1,111.42,14,0,20
25,1,0,3,7.37,1,107.37,15,0,20
