idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,11.0,0,0,0,20
2,3,0,0,8.3,0,0,0,20
3,6,0,1,15.0,0,0,1,20
4,3,0,3,13.39,0,0,1,20
5,3,0,4,14.13,0,0,1,20
6,3,0,1,6.91,0,0,0,20
7,3,0,2,7.98,0,0,1,20
8,6,0,2,19.18,1,0,0,20
9,6,0,3,21.14,2,0,0,20
10,5,0,0,15.55,3,0,0,20
11,5,0,1,15.88,4,0,0,20
12,1,0,0,6.46,5,0,0,20
13,4,0,0,12.29,6,0,0,20
14,1,0,1,5.28,7,0,0,20
15,4,0,1,16.12,8,0,0,20
16,5,0,2,22.08,9,0,0,20
17,2,0,0,6.96,10,0,0,20
18,5,0,3,21.96,11,0,0,20
19,4,0,2,20.87,12,0,0,20
20,2,0,1,17.15,13,0,0,20
21,2,0,2,7.89,14,0,0,20
22,5,0,4,23.48,15,0,0,20
23,6,0,4,22.1,16,0,0,20
24,2,0,3,8.2,17,0,0,20
25,2,0,4,15.96,18,0,0,20
26,1,0,2,5.56,19,0,0,20
27,1,0,3,7.12,20,0,0,20
