idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,14.4,0,0,0,20
2,3,0,1,6.37,0,0,0,20
3,5,0,4,16.83,0,0,1,20
4,1,0,0,18.6,0,0,0,20
5,1,0,3,22.82,0,0,1,20
6,1,0,1,19.73,0,0,0,20
7,3,0,2,23.14,0,0,0,20
8,3,0,3,14.98,0,0,0,20
9,3,0,4,18.95,0,0,1,20
10,5,0,0,10.0,0,0,0,20
11,5,0,3,16.61,0,0,1,20
12,2,0,0,6.01,0,0,1,20
13,5,0,2,16.32,0,0,1,20
14,1,0,2,20.66,0,0,1,20
15,5,0,1,11.55,0,0,1,20
16,6,0,0,12.09,1,0,0,20
17,6,0,1,20.69,2,0,0,20
18,2,0,1,13.27,3,0,0,20
19,4,0,0,10.2,4,0,0,20
20,2,0,2,13.92,5,0,0,20
21,4,0,1,8.2,6,0,0,20
22,2,0,3,14.22,7,0,0,20
23,6,0,2,14.94,8,0,0,20
24,6,0,3,21.2,9,0,0,20
25,2,0,4,14.49,10,0,0,20
26,4,0,2,7.75,11,0,0,20
27,6,0,4,19.83,12,0,0,20
