idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,6.31,0,0,20,0,6.31
2,2,0,0,16.06,0,0,20,0,16.06
3,1,0,1,8.83,0,0,20,0,8.83
4,5,0,0,11.73,0,0,20,0,11.73
5,5,0,1,16.76,0,0,20,0,16.76
6,3,0,0,6.21,0,0,20,0,6.21
7,3,0,1,9.9,0,1,20,0,9.9
8,2,0,1,13.05,0,0,20,0,13.05
9,2,0,2,18.23,0,0,20,0,18.23
10,5,0,2,20.96,0,0,20,0,20.96
11,5,0,3,22.75,0,1,20,0,22.75
12,3,0,2,14.32,0,1,20,0,14.32
13,3,0,3,18.18,0,1,20,0,18.18
14,1,0,2,9.55,0,1,20,0,9.55
15,2,0,3,19.06,0,2,20,0,19.06
16,1,0,3,17.16,1,0,20,0,17.16
17,4,0,0,10.63,2,0,20,0,10.63
18,4,0,1,11.49,3,0,20,0,11.49
19,4,0,2,15.24,4,0,20,0,15.24
20,6,0,0,10.11,5,0,20,0,10.11
21,4,0,3,16.01,6,0,20,0,16.01
22,6,0,1,11.8,7,0,20,0,11.8
23,6,0,2,7.14,8,0,20,0,7.14
