idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,6.9,3,306.9,0,0,20
2,4,0,0,7.95,3,307.95,0,0,20
3,6,0,2,21.97,0,21.97,0,1,20
4,4,0,1,10.56,2,210.56,0,0,20
5,6,0,1,21.97,0,21.97,0,0,20
6,1,0,0,11.39,0,11.39,1,0,20
7,1,0,1,6.73,1,106.73,2,0,20
8,2,0,0,16.89,3,316.89,3,0,20
9,2,0,1,18.87,3,318.87,4,0,20
10,1,0,2,22.84,2,222.84,5,0,20
11,1,0,3,13.93,3,313.93,6,0,20
12,3,0,0,23.45,0,23.45,7,0,20
13,4,0,2,5.05,3,305.05,8,0,20
14,5,0,0,19.86,0,19.86,9,0,20
15,5,0,1,13.76,0,13.76,10,0,20
16,4,0,3,18.82,3,318.82,11,0,20
17,3,0,1,16.01,1,116.01,12,0,20
18,3,0,2,13.88,3,313.88,13,0,20
19,6,0,3,5.37,1,105.37,14,0,20
20,5,0,2,12.92,2,212.92,15,0,20
21,6,0,4,5.34,0,5.34,16,0,20
22,5,0,3,18.95,0,18.95,17,0,20
23,5,0,4,15.78,0,15.78,18,0,20
