idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,17.9,1,117.9,0,0,20
2,1,0,0,23.65,0,23.65,0,0,20
3,2,0,3,17.27,3,317.27,0,1,20
4,2,0,1,19.62,3,319.62,0,0,20
5,2,0,2,19.54,2,219.54,0,0,20
6,1,0,1,10.98,3,310.98,1,0,20
7,3,0,0,23.33,1,123.33,2,0,20
8,3,0,1,8.38,3,308.38,3,0,20
9,4,0,0,5.74,2,205.74,4,0,20
10,1,0,2,12.03,3,312.03,5,0,20
11,5,0,0,5.04,1,105.04,6,0,20
12,5,0,1,17.84,1,117.84,7,0,20
13,6,0,0,5.95,1,105.95,8,0,20
14,6,0,1,15.83,0,15.83,9,0,20
15,4,0,1,13.79,2,213.79,10,0,20
16,4,0,2,6.28,3,306.28,11,0,20
17,3,0,2,10.67,3,310.67,12,0,20
18,6,0,2,15.04,0,15.04,13,0,20
19,6,0,3,8.72,0,8.72,14,0,20
20,2,0,4,19.8,3,319.8,15,0,20
21,4,0,3,7.28,3,307.28,16,0,20
22,5,0,2,23.49,0,23.49,17,0,20
23,5,0,3,22.48,2,222.48,18,0,20
