idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,18.01,0,18.01,0,0,20
2,4,0,2,7.27,3,307.27,0,1,20
3,4,0,1,8.14,2,208.14,0,1,20
4,4,0,4,22.81,3,322.81,0,1,20
5,4,0,3,11.58,3,311.58,0,1,20
6,1,0,0,5.68,1,105.68,1,0,20
7,1,0,1,10.86,3,310.86,2,0,20
8,2,0,0,15.44,3,315.44,3,0,20
9,3,0,0,11.62,0,11.62,4,0,20
10,3,0,1,12.35,2,212.35,5,0,20
11,5,0,0,22.66,0,22.66,6,0,20
12,6,0,0,19.33,0,19.33,7,0,20
13,6,0,1,21.29,0,21.29,8,0,20
14,3,0,2,9.64,3,309.64,9,0,20
15,5,0,1,5.4,2,205.4,10,0,20
16,3,0,3,9.76,3,309.76,11,0,20
17,5,0,2,7.47,3,307.47,12,0,20
18,6,0,2,10.27,0,10.27,13,0,20
19,1,0,2,12.99,3,312.99,14,0,20
20,6,0,3,15.21,2,215.21,15,0,20
21,6,0,4,13.24,1,113.24,16,0,20
22,5,0,3,6.33,1,106.33,17,0,20
23,5,0,4,17.2,0,17.2,18,0,20
