idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,4,19.17,0,1,20,3,319.17
2,1,0,3,13.87,0,1,20,2,213.87
3,1,0,2,9.52,0,1,20,2,209.52
4,1,0,0,10.66,0,1,20,0,10.66
5,1,0,1,6.61,0,1,20,2,206.61
6,2,0,0,9.13,1,0,20,3,309.13
7,3,0,0,6.24,2,0,20,3,306.24
8,4,0,0,12.03,3,0,20,0,12.03
9,4,0,1,18.65,4,0,20,1,118.65
10,2,0,1,10.07,5,0,20,3,310.07
11,5,0,0,8.83,6,0,20,0,8.83
12,3,0,1,9.7,7,0,20,3,309.7
13,4,0,2,20.98,8,0,20,2,220.98
14,5,0,1,20.91,9,0,20,1,120.91
15,6,0,0,13.31,10,0,20,1,113.31
16,6,0,1,20.9,11,0,20,0,20.9
17,2,0,2,11.2,12,0,20,3,311.2
18,6,0,2,17.12,13,0,20,1,117.12
19,6,0,3,20.41,14,0,20,0,20.41
20,5,0,2,8.15,15,0,20,2,208.15
21,5,0,3,11.56,16,0,20,2,211.56
22,2,0,3,11.98,17,0,20,3,311.98
23,6,0,4,23.72,18,0,20,1,123.72
