idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,19.82,0,0,0,20
2,6,0,1,23.51,0,0,0,20
3,2,0,0,7.43,0,0,0,20
4,2,0,1,18.99,0,0,0,20
5,6,0,2,22.87,0,0,0,20
6,4,0,0,8.17,1,0,0,20
7,4,0,1,20.74,2,0,0,20
8,1,0,0,5.32,3,0,0,20
9,1,0,1,5.39,4,0,0,20
10,1,0,2,18.19,5,0,0,20
11,3,0,0,13.06,6,0,0,20
12,5,0,0,5.59,7,0,0,20
13,1,0,3,8.5,8,0,0,20
14,4,0,2,18.75,9,0,0,20
15,5,0,1,18.57,10,0,0,20
16,3,0,1,7.53,11,0,0,20
17,3,0,2,5.96,12,0,0,20
18,4,0,3,18.5,13,0,0,20
19,3,0,3,10.32,14,0,0,20
20,5,0,2,20.1,15,0,0,20
21,3,0,4,7.39,16,0,0,20
22,4,0,4,12.89,17,0,0,20
23,2,0,2,11.56,18,0,0,20
