idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,14.88,3,314.88,0,0,20
2,2,0,1,9.42,2,209.42,0,0,20
3,2,0,2,6.41,3,306.41,0,1,20
4,1,0,0,14.26,1,114.26,1,0,20
5,3,0,0,11.89,0,11.89,2,0,20
6,1,0,1,12.6,3,312.6,3,0,20
7,3,0,1,16.87,1,116.87,4,0,20
8,1,0,2,20.89,3,320.89,5,0,20
9,4,0,0,6.24,1,106.24,6,0,20
10,2,0,3,6.8,3,306.8,7,0,20
11,5,0,0,23.91,0,23.91,8,0,20
12,3,0,2,17.44,2,217.44,9,0,20
13,6,0,0,21.31,0,21.31,10,0,20
14,6,0,1,5.06,0,5.06,11,0,20
15,6,0,2,15.22,0,15.22,12,0,20
