idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,2,14.4,2,214.4,0,1,20
2,3,0,0,8.84,2,208.84,0,0,20
3,3,0,1,12.32,2,212.32,0,0,20
4,1,0,0,23.8,0,23.8,1,0,20
5,1,0,1,15.25,3,315.25,2,0,20
6,2,0,0,20.36,3,320.36,3,0,20
7,4,0,0,18.41,1,118.41,4,0,20
8,4,0,1,21.73,2,221.73,5,0,20
9,5,0,0,12.05,0,12.05,6,0,20
10,4,0,2,9.59,3,309.59,7,0,20
11,2,0,1,22.14,3,322.14,8,0,20
12,5,0,1,15.16,1,115.16,9,0,20
13,5,0,2,21.58,1,121.58,10,0,20
14,3,0,3,6.41,3,306.41,11,0,20
15,5,0,3,16.35,2,216.35,12,0,20
