idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,1,6.31,0,1,20,3,306.31
2,6,0,0,19.78,0,0,20,2,219.78
3,6,0,2,18.98,0,1,20,3,318.98
4,1,0,0,18.67,1,0,20,0,18.67
5,1,0,1,6.99,2,0,20,2,206.99
6,2,0,0,18.34,3,0,20,0,18.34
7,3,0,0,8.84,4,0,20,0,8.84
8,2,0,1,21.49,5,0,20,1,121.49
9,4,0,0,6.22,6,0,20,0,6.22
10,3,0,1,13.44,7,0,20,0,13.44
11,1,0,2,6.52,8,0,20,3,306.52
12,4,0,1,12.53,9,0,20,0,12.53
13,3,0,2,19.89,10,0,20,0,19.89
14,2,0,2,8.79,11,0,20,2,208.79
15,2,0,3,17.04,12,0,20,2,217.04
