idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,22.72,0,0,20,2,222.72
2,5,0,0,22.03,0,0,20,0,22.03
3,3,0,1,23.72,0,1,20,3,323.72
4,1,0,0,12.53,1,0,20,0,12.53
5,5,0,1,5.3,2,0,20,2,205.3
6,1,0,1,17.58,3,0,20,1,117.58
7,2,0,0,8.44,4,0,20,0,8.44
8,1,0,2,14.2,5,0,20,2,214.2
9,2,0,1,10.7,6,0,20,1,110.7
10,2,0,2,17.91,7,0,20,1,117.91
11,4,0,0,7.26,8,0,20,1,107.26
12,1,0,3,20.49,9,0,20,3,320.49
13,2,0,3,18.75,10,0,20,1,118.75
14,6,0,0,18.25,11,0,20,0,18.25
15,6,0,1,7.4,12,0,20,0,7.4
