idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,20.01,3,320.01,0,0,20
2,1,0,1,12.08,1,112.08,0,0,20
3,2,0,0,11.69,3,311.69,0,0,20
4,1,0,2,20.2,3,320.2,0,0,20
5,1,0,3,11.44,3,311.44,0,0,20
6,6,0,0,6.94,0,6.94,0,1,20
7,4,0,0,11.2,0,11.2,0,0,20
8,4,0,2,21.12,2,221.12,0,1,20
9,5,0,0,12.26,2,212.26,0,0,20
10,5,0,1,12.0,0,12.0,0,0,20
11,4,0,1,19.47,0,19.47,0,1,20
12,5,0,3,14.6,1,114.6,0,1,20
13,2,0,1,11.94,3,311.94,0,0,20
14,5,0,4,18.71,2,218.71,0,1,20
15,5,0,2,10.86,1,110.86,0,1,20
16,6,0,1,5.06,1,105.06,1,0,20
17,2,0,2,12.58,3,312.58,2,0,20
18,6,0,2,17.55,1,117.55,3,0,20
19,3,0,0,13.29,0,13.29,4,0,20
20,4,0,3,7.24,3,307.24,5,0,20
21,2,0,3,17.05,3,317.05,6,0,20
22,3,0,1,12.52,1,112.52,7,0,20
23,3,0,2,20.68,0,20.68,8,0,20
24,6,0,3,9.91,2,209.91,9,0,20
25,1,0,4,17.02,3,317.02,10,0,20
26,3,0,3,8.55,0,8.55,11,0,20
27,4,0,4,12.51,3,312.51,12,0,20
