idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,15.99,0,15.99,0,0,20
2,2,0,3,5.24,3,305.24,0,1,20
3,4,0,0,19.25,0,19.25,0,0,20
4,2,0,2,16.78,2,216.78,0,1,20
5,4,0,4,22.54,2,222.54,0,1,20
6,6,0,3,5.35,2,205.35,0,1,20
7,6,0,0,13.98,2,213.98,0,0,20
8,2,0,0,17.78,0,17.78,0,0,20
9,4,0,1,6.43,1,106.43,0,0,20
10,6,0,1,10.15,1,110.15,0,0,20
11,2,0,1,5.9,1,105.9,0,2,20
12,6,0,4,13.87,2,213.87,0,1,20
13,4,0,2,17.62,2,217.62,0,0,20
14,4,0,3,21.2,2,221.2,0,1,20
15,6,0,2,12.45,1,112.45,0,1,20
16,3,0,1,21.17,2,221.17000000000002,1,0,20
17,3,0,2,5.03,3,305.03,2,0,20
18,2,0,4,22.43,3,322.43,3,0,20
19,1,0,0,7.59,0,7.59,4,0,20
20,3,0,3,12.0,3,312.0,5,0,20
21,1,0,1,6.5,2,206.5,6,0,20
22,3,0,4,23.67,3,323.67,7,0,20
23,1,0,2,21.26,2,221.26,8,0,20
24,5,0,0,9.12,1,109.12,9,0,20
25,1,0,3,11.37,3,311.37,10,0,20
26,5,0,1,6.53,3,306.53,11,0,20
27,5,0,2,21.24,2,221.24,12,0,20
