idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,6.07,0,2,20,3,306.07
2,1,0,0,5.22,0,0,20,3,305.22
3,1,0,3,14.04,0,1,20,3,314.04
4,3,0,0,9.8,0,0,20,3,309.8
5,1,0,1,17.09,0,0,20,2,217.09
6,6,0,0,13.02,0,1,20,0,13.02
7,3,0,1,16.92,0,0,20,3,316.92
8,2,0,2,19.43,0,1,20,1,119.43
9,3,0,2,22.48,0,0,20,1,122.48
10,2,0,0,23.9,0,1,20,0,23.9
11,3,0,3,18.26,0,0,20,1,118.26
12,2,0,3,6.35,0,1,20,2,206.35
13,1,0,4,14.9,0,1,20,3,314.9
14,2,0,4,16.75,0,1,20,2,216.75
15,2,0,1,17.38,0,1,20,1,117.38
16,3,0,4,16.22,1,0,20,2,216.22
17,6,0,1,14.12,2,0,20,1,114.12
18,4,0,0,13.11,3,0,20,3,313.11
19,4,0,1,15.8,4,0,20,3,315.8
20,5,0,0,6.83,5,0,20,3,306.83
21,6,0,2,14.11,6,0,20,1,114.11
22,5,0,1,17.86,7,0,20,0,17.86
23,5,0,2,14.0,8,0,20,1,114.0
24,6,0,3,16.22,9,0,20,1,116.22
25,5,0,3,9.45,10,0,20,1,109.45
26,4,0,2,20.31,11,0,20,3,320.31
27,6,0,4,15.23,12,0,20,2,215.23
