idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,6.85,1,106.85,0,0,20
2,2,0,3,18.07,3,318.07,0,1,20
3,5,0,4,14.37,3,314.37,0,1,20
4,2,0,2,15.99,3,315.99,0,1,20
5,4,0,2,6.44,2,206.44,0,1,20
6,5,0,2,20.51,1,120.51,0,2,20
7,5,0,1,11.38,1,111.38,0,0,20
8,4,0,4,17.34,2,217.34,0,1,20
9,2,0,1,5.05,1,105.05,0,1,20
10,1,0,0,7.88,0,7.88,0,1,20
11,4,0,0,17.36,3,317.36,0,0,20
12,4,0,3,7.43,2,207.43,0,1,20
13,4,0,1,5.36,2,205.36,0,0,20
14,5,0,3,20.66,2,220.66,0,1,20
15,2,0,0,15.62,0,15.62,0,1,20
16,1,0,1,15.97,1,115.97,1,0,20
17,1,0,2,21.65,1,121.65,2,0,20
18,1,0,3,20.65,2,220.65,3,0,20
19,3,0,0,20.85,1,120.85,4,0,20
20,6,0,0,7.43,0,7.43,5,0,20
21,6,0,1,20.31,1,120.31,6,0,20
22,1,0,4,23.92,2,223.92000000000002,7,0,20
23,3,0,1,8.44,2,208.44,8,0,20
24,3,0,2,13.31,2,213.31,9,0,20
25,6,0,2,7.82,2,207.82,10,0,20
26,3,0,3,8.75,3,308.75,11,0,20
27,6,0,3,19.26,2,219.26,12,0,20
